Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Timepoint,Period,Season,Num_Ind,Ratio_Ind_Avail,Prop_Ind_Avail,Density,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Scat_n_Tot,Scat_n_Prey,Abs_FO,Rel_FO,Mean_Perc_Vol,n_Kills_Tot,n_Kills_Prey,Prop_Kills,Ratio_Kills,km2_Num_Consumed,Raw_BM_Consumed_kg,Perc_BM_Edible,Orig_BM_Consumed,Orig_Prop_BM_Consumed,Orig_Rat_BM_Cons,Livestock_Wild,Fight_Flight_Guarded,Prey_Notes,A_C_Code,A_Code,Avail_Season,n_Avail_Season_Points,C_Code,n_C_Points,Study_Code,Area_Code,n_Prey_Species,Pred_Tot_n,Pred_Larger_n,Pred_Smaller_n,Pop_Scale
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,1,2000/01 S,SSU,2971,,,5.68,30.2,,32.8,171.536,,,,,,,,,,,,,,,18.5,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Red Deer,,Cervus elaphus,2,2000/01 W,SWI,1140,,,2.18,110.4,,240,240.672,,,,,,,,,,,,,,,64.5,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Roe Deer,,Capreolus capreolus,2,2000/01 W,SWI,1313,,,2.51,25,,22.4,62.75,,,,,,,,,,,,,,,23,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,2,2000/01 W,SWI,1831,,,3.5,30.2,,32.8,105.7,,,,,,,,,,,,,,,10.9,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Red Deer,,Cervus elaphus,3,2001/02 S,SSU,1485,,,2.84,110.4,,240,313.536,,,,,,,,,,,,,,,22,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Roe Deer,,Capreolus capreolus,3,2001/02 S,SSU,2547,,,4.87,25,,22.4,121.75,,,,,,,,,,,,,,,17.4,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,3,2001/02 S,SSU,2395,,,4.58,30.2,,32.8,138.316,,,,,,,,,,,,,,,4,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Red Deer,,Cervus elaphus,4,2001/02 W,SWI,1140,,,2.18,110.4,,240,240.672,,,,,,,,,,,,,,,71.5,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Roe Deer,,Capreolus capreolus,4,2001/02 W,SWI,1224,,,2.34,25,,22.4,58.5,,,,,,,,,,,,,,,18.7,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,4,2001/02 W,SWI,1857,,,3.55,30.2,,32.8,107.21,,,,,,,,,,,,,,,4,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Red Deer,,Cervus elaphus,5,2002/03 S,SSU,1548,,,2.96,110.4,,240,326.784,,,,,,,,,,,,,,,36.1,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Roe Deer,,Capreolus capreolus,5,2002/03 S,SSU,2275,,,4.35,25,,22.4,108.75,,,,,,,,,,,,,,,27.4,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,5,2002/03 S,SSU,2411,,,4.61,30.2,,32.8,139.222,,,,,,,,,,,,,,,9.7,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Red Deer,,Cervus elaphus,6,2002/03 W,SWI,1166,,,2.23,110.4,,240,246.192,,,,,,,,,,,,,,,41.2,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Roe Deer,,Capreolus capreolus,6,2002/03 W,SWI,1213,,,2.32,25,,22.4,58,,,,,,,,,,,,,,,51.1,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
,Gazzola 2007,Alta Valle di Susa,523,Chamois,,Rupicapra rupicapra,6,2002/03 W,SWI,1783,,,3.41,30.2,,32.8,102.982,,,,,,,,,,,,,,,6.4,,Wild,,,,,,,,,GAA07AVS,AVS,,,,,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,1,February 2007-March 2008,SYR,,,0.664,,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,106,57,53.8,,76.5,,,,,,,,,,,Wild,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow.",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,1,February 2007-March 2008,SYR,,,0.237,,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,106,12,11.3,,16.3,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,1,February 2007-March 2008,SYR,,,0.07,,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,106,4,3.8,,5.7,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,1,February 2007-March 2008,SYR,,,0.029,,98.5,Calculated from literature data,240,,,106,1,0.9,,1.4,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,2,Sept 2008-Aug 2009,SYR,,,0.575,,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,35,12,34.3,,86.4,,,,,,,,,,,Wild,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow.",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,2,Sept 2008-Aug 2009,SYR,,,0.365,,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,35,2,5.7,,13.6,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,2,Sept 2008-Aug 2009,SYR,,,0.031,,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,35,0,0,,0,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,2,Sept 2008-Aug 2009,SYR,,,0.029,,98.5,Calculated from literature data,240,,,35,0,0,,0,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,3,April 2010-April 2011,SYR,,,0.623,,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,61,16,26.2,,30.3,,,,,,,,,,,Wild,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow.",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,3,April 2010-April 2011,SYR,,,0.251,,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,61,30,49.2,,65.3,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,3,April 2010-April 2011,SYR,,,0.063,,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,61,0,0,,0,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,3,April 2010-April 2011,SYR,,,0.063,,98.5,Calculated from literature data,240,,,61,2,3.3,,4.4,,,,,,,,,,,Wild,,,B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,4,Aug 2011-Aug 2012,SYR,,,0.452,,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,156,70,44.6,,58.1,,,,,,,,,,,Wild,,"Spring is the peak season of births, but births occur year round. Subadults are forced to leave the matriarchical groups when new births occur (subadults more vulnerable due to lack of experience). Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow. Live in large groups, easily detectable.",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,4,Aug 2011-Aug 2012,SYR,,,0.374,,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,156,22,14.3,,12.9,,,,,,,,,,,Wild,,"Easy to catch and kill once identified but difficult to track since they are solitary and territorial, especially in forested habitats. Roe deer predation rate dependent on encounter rate",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,4,Aug 2011-Aug 2012,SYR,,,0.122,,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,156,5,3,,0.4,,,,,,,,,,,Wild,,"Fallow deer and red deer have low densities, and populations are concentrated only in specific areas, but their gregarious behaviour brings wolves to exercise a targeted hunt, whose success may be independent of the encounter rate",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,4,Aug 2011-Aug 2012,SYR,,,0.052,,98.5,Calculated from literature data,240,,,156,32,20.2,,24.9,,,,,,,,,,,Wild,,"Fallow deer and red deer have low densities, and populations are concentrated only in specific areas, but their gregarious behaviour brings wolves to exercise a targeted hunt, whose success may be independent of the encounter rate",B,TS,SYR,1,T+ GRID,1,MEI15ERL,ERL,4,UK,UK,UK,POP
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,1,1990-1992,MYR,392,,,0.49,200,No details given,481,,,447,191,42.7,,,,,,,,,,,0.325,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
poached,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,1,1990-1992,MYR,133,,,0.1666666667,20,No details given,22.4,,,447,29,6.5,,,,,,,,,,,0.036,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,1,1990-1992,MYR,1581,,,1.976666667,80,No details given,84.5,,,447,392,87.7,,,,,,,,,,,0.523,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,2,1994-1996,MYR,61,,,0.07666666667,200,No details given,481,,,363,72,19.8,,,,,,,,,,,0.108,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,2,1994-1996,MYR,283,,,0.3533333333,20,No details given,22.4,,,363,38,10.5,,,,,,,,,,,0.04,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,2,1994-1996,MYR,328,,,0.41,80,No details given,84.5,,,363,95,26.2,,,,,,,,,,,0.173,,Wild,,,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,3,1999-2000,MYR,204,,,0.255,200,No details given,481,,,375,56,14.9,,,,,,,,,,,0.097,,Wild,,,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,3,1999-2000,MYR,1024,,,1.28,20,No details given,22.4,,,375,76,20.3,,,,,,,,,,,0.102,,Wild,,,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1,POP
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,3,1999-2000,MYR,1008,,,1.26,80,No details given,84.5,,,375,320,85.3,,,,,,,,,,,0.601,,Wild,,,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1,POP
137 bison scavenged over the study period,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 1995/1996,,681,0.043,,0.04122775154,,,620,,,,,,,,,,0,0,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 1995/1996,,15913,,,0.9587722485,,,240,,,,,,,,,,1,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 1996/1997,,1112,0.078,,0.0723581468,,,620,,,,,,,,,,0,0,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 1996/1997,,14219,,,0.9276418532,,,240,,,,,,,,,,1,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 1997/1998,,784,0.063,,0.05926821893,,,620,,,,,,,,,,,0.010526316,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 1997/1998,,12376,,,0.9407317811,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 1998/1999,,457,0.038,,0.03660978931,,,620,,,,,,,,,,,0.013422819,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 1998/1999,,11928,,,0.9633902107,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 1999/2000,,502,0.031,,0.03006708194,,,620,,,,,,,,,,0,0,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 1999/2000,,16372,,,0.9699329181,,,240,,,,,,,,,,1,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2000/2001,,547,0.036,,0.03475001588,,,620,,,,,,,,,,,0.005235602,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2000/2001,,15089,,,0.9652499841,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2001/2002,,929,0.076,,0.07063027446,,,620,,,,,,,,,,,0.00862069,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2001/2002,,12278,,,0.9293697255,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2002/2003,,1214,0.123,,0.1095272465,,,620,,,,,,,,,,,0.005102041,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2002/2003,,9846,,,0.8904727535,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2003/2004,,1443,0.174,,0.1482128184,,,620,,,,,,,,,,,0.03030303,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2003/2004,,8275,,,0.8517871816,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2004/2005,,1642,0.186,,0.1568290353,,,620,,,,,,,,,,,0.012121212,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2004/2005,,8831,,,0.8431709647,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2005/2006,,2066,0.41,,0.29078114,,,620,,,,,,,,,,,0.046511628,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2005/2006,,5045,,,0.70921886,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2006/2007,,1739,0.29,,0.2247931748,,,620,,,,,,,,,,,0.023809524,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2006/2007,,5997,,,0.7752068252,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2007/2008,,2071,0.56,,0.3589876928,,,620,,,,,,,,,,0,0,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2007/2008,,3701,,,0.6410123072,,,240,,,,,,,,,,1,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2008/2009,,1437,0.255,,0.2031957014,,,620,,,,,,,,,,,0.014814815,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2008/2009,,5643,,,0.7968042986,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2009/2010,,1665,0.421,,0.2962633452,,,620,,,,,,,,,,,0.049180328,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2009/2010,,3959,,,0.7037366548,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2010/2011,,2065,0.572,,0.363876652,,,620,,,,,,,,,,,0.013888889,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2010/2011,,3609,,,0.636123348,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2011/2012,,2242,1.105,,0.5249356123,,,620,,,,,,,,,,,0.090909091,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2011/2012,,2029,,,0.4750643877,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2012/2013,,2652,1.673,,0.6259145622,,,620,,,,,,,,,,,0.034883721,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2012/2013,,1585,,,0.3740854378,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2013/2014,,2916,1.868,,0.651329015,,,620,,,,,,,,,,,0.022222222,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2013/2014,,1561,,,0.348670985,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,,Winter 2014/2015,,2164,1.168,,0.5387104805,,,620,,,,,,,,,,,0.078947368,,,,,,,Wild,Flight,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,,Winter 2014/2015,,1853,,,0.4612895195,,,240,,,,,,,,,,,,,,,,,,Wild,Fight ,,,,,,,,TAN17YNP-P,YNP-P,,,,,POP
Baldy pack,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Moose,Alces alces,Alces alces,,Jan-April 2016,Winter,,,,3.9,,,481,,,,,,,,13,9,,,,,,,,,Wild,,,D,AS,SWI,1,RAD,1,ZAN22RDM,RDM,,,,,PT
Baldy pack,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Elk,Cervus canadensis,Cervus elaphus canadensis,,Jan-April 2016,Winter,,,,4.1,,,240,,,,,,,,13,1,,,,,,,,,Wild,,Aggregate more than moose,D,AS,SWI,1,RAD,1,ZAN22RDM,RDM,,,,,PT
Baldy pack,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Moose,Alces alces,Alces alces,,Jan-April 2017,Winter,,,,4.2,,,481,,,,,,,,3,3,,,,,,,,,Wild,,,D,AS,SWI,1,RAD,1,ZAN22RDM,RDM,,,,,PT
Baldy pack,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Elk,Cervus canadensis,Cervus elaphus canadensis,,Jan-April 2017,Winter,,,,7.3,,,240,,,,,,,,3,0,,,,,,,,,Wild,,Aggregate more than moose,D,AS,SWI,1,RAD,1,ZAN22RDM,RDM,,,,,PT
